entity,concept,relation
concept:biotechcompany:particledynamics,concept:biotechcompany,generalizations
concept:biotechcompany:angiodynamics_inc,concept:biotechcompany,generalizations
concept:biotechcompany:mcdonald_s_corp,concept:biotechcompany,generalizations
concept:biotechcompany:mcdonald_s_corp,concept:company,generalizations
concept:biotechcompany:mcdonald_s_corp,concept:retailstore,generalizations
concept:biotechcompany:rpm_international,concept:biotechcompany,generalizations
concept:company:general_motors_defense,concept:company,generalizations
concept:biotechcompany:foamex_international_inc,concept:biotechcompany,generalizations
concept:biotechcompany:qlogic_corporation,concept:biotechcompany:qlogic,concept:synonymfor
concept:biotechcompany:qlogic_corporation,concept:biotechcompany,generalizations
concept:biotechcompany:aircastle_ltd,concept:biotechcompany,generalizations
concept:biotechcompany:wencor_west_inc,concept:biotechcompany,generalizations
concept:retailstore:gsi_commerce,concept:biotechcompany,generalizations
concept:retailstore:gsi_commerce,concept:retailstore,generalizations
concept:retailstore:gsi_commerce,concept:company,generalizations
concept:biotechcompany:ultra_petroleum_corp,concept:biotechcompany,generalizations
concept:biotechcompany:palomar_medical_technologies_inc,concept:biotechcompany,generalizations
concept:biotechcompany:washington_group_international_inc,concept:biotechcompany,generalizations
concept:biotechcompany:north_american_biologicals,concept:biotechcompany,generalizations
concept:biotechcompany:philadelphia_consolidated_holding_corp,concept:biotechcompany,generalizations
concept:biotechcompany:axesstel_inc,concept:biotechcompany,generalizations
concept:biotechcompany:clarus_medical,concept:biotechcompany,generalizations
concept:biotechcompany:glenborough_realty_trust_inc,concept:biotechcompany,generalizations
concept:biotechcompany:molycor_gold_corp,concept:biotechcompany,generalizations
concept:biotechcompany:first_of_long_island_corp,concept:biotechcompany,generalizations
concept:biotechcompany:randgold_resources_ltd,concept:biotechcompany,generalizations
concept:restaurant:mcdonald_douglas,concept:restaurant,generalizations
concept:biotechcompany:specialty_laboratories_inc,concept:biotechcompany,generalizations
concept:biotechcompany:legere_pharmaceuticals,concept:biotechcompany,generalizations
concept:biotechcompany:allscripts_healthcare_solutions_inc,concept:biotechcompany,generalizations
concept:biotechcompany:cathay_merchant_group_inc,concept:biotechcompany,generalizations
concept:biotechcompany:pediatric_services_of_america_inc,concept:biotechcompany,generalizations
concept:biotechcompany:dupont_chemical,concept:biotechcompany,generalizations
concept:biotechcompany:dupont_chemical,concept:company,generalizations
concept:biotechcompany:mitsubishi_electric_corp,concept:biotechcompany,generalizations
concept:company:colgate_palmolive,concept:geopoliticalorganization:maine,concept:agentcontrols
concept:company:colgate_palmolive,concept:product:colgate,concept:agentcreated
concept:company:colgate_palmolive,concept:product:colgate,concept:agentinvolvedwithitem
concept:company:colgate_palmolive,concept:university:state_university,concept:organizationalsoknownas
concept:company:colgate_palmolive,concept:product:colgate,concept:producesproduct
concept:company:colgate_palmolive,concept:company,generalizations
concept:biotechcompany:ball_corp,concept:city:muncie,concept:geopoliticallocationcontainscity
concept:biotechcompany:ball_corp,concept:stateorprovince:ball_state,concept:locationactedinbyagent
concept:biotechcompany:ball_corp,concept:city:muncie,concept:locationcontainslocation
concept:biotechcompany:ball_corp,concept:city:state,concept:organizationalsoknownas
concept:biotechcompany:ball_corp,concept:biotechcompany,generalizations
concept:biotechcompany:ball_corp,concept:company,generalizations
concept:biotechcompany:pactiv_corp,concept:biotechcompany,generalizations
concept:biotechcompany:bridge_bancorp,concept:biotechcompany,generalizations
concept:biotechcompany:biochemics_inc,concept:biotechcompany,generalizations
concept:biotechcompany:st__jude_medical_inc,concept:biotechcompany,generalizations
concept:biotechcompany:sankyo_parke_davis,concept:biotechcompany,generalizations
concept:biotechcompany:retalix_ltd,concept:biotechcompany,generalizations
concept:biotechcompany:tsakos_energy,concept:biotechcompany,generalizations
concept:biotechcompany:williams_industries_inc,concept:biotechcompany,generalizations
concept:biotechcompany:illinois_tool_works_inc_,concept:biotechcompany,generalizations
concept:biotechcompany:spectrasite_inc,concept:biotechcompany,generalizations
concept:mountain:kilauea,concept:stateorprovince:hawaii,concept:mutualproxyfor
concept:mountain:kilauea,concept:mountain,generalizations
concept:person:irwin_toy,concept:person,generalizations
concept:biotechcompany:trius_therapeutics,concept:biotechcompany,generalizations
concept:biotechcompany:equity_one_inc,concept:biotechcompany,generalizations
concept:biotechcompany:spss_inc,concept:biotechcompany,generalizations
concept:biotechcompany:handspring,concept:biotechcompany:palm_inc,concept:agentcollaborateswithagent
concept:biotechcompany:handspring,concept:biotechcompany:palm_inc,concept:controlledbyagent
concept:biotechcompany:aptuit,concept:biotechcompany,generalizations
concept:biotechcompany:antigenics,concept:biotechcompany,generalizations
concept:biotechcompany:middlefield_banc_corp,concept:biotechcompany,generalizations
concept:biotechcompany:national_instrs_corp,concept:biotechcompany,generalizations
concept:organization:mdu_resources_group,concept:organization,generalizations
concept:biotechcompany:siebel_systems,concept:biotechcompany:oracle,concept:acquiredby
concept:biotechcompany:siebel_systems,concept:company:business_objects_sa,concept:competeswith
concept:biotechcompany:siebel_systems,concept:biotechcompany:oracle,concept:subpartoforganization
concept:biotechcompany:siebel_systems,concept:biotechcompany,generalizations
concept:biotechcompany:siebel_systems,concept:company,generalizations
concept:company:mediatek,concept:company,generalizations
concept:biotechcompany:valeant,concept:politician:michael_pearson,concept:agentcollaborateswithagent
concept:biotechcompany:valeant,concept:building:pearson,concept:agentcollaborateswithagent
concept:biotechcompany:valeant,concept:drug:tasmar,concept:agentworkedondrug
concept:biotechcompany:carrington_laboratories_inc,concept:biotechcompany,generalizations
concept:biotechcompany:kennametal_inc,concept:biotechcompany,generalizations
concept:biotechcompany:sun_cal_energy_inc,concept:biotechcompany,generalizations
concept:biotechcompany:eqt_corporation,concept:biotechcompany,generalizations
concept:company:siemens_communications,concept:company,generalizations
concept:biotechcompany:general_maritime_corp,concept:biotechcompany,generalizations
concept:biotechcompany:medical_graphics_corporation,concept:biotechcompany,generalizations
concept:biotechcompany:affomic_corp,concept:biotechcompany,generalizations
concept:biotechcompany:mitsubishi_electric_corporation,concept:biotechcompany,generalizations
concept:biotechcompany:mitsubishi_electric_corporation,concept:company,generalizations
concept:mountain:kilauea_volcano,concept:stateorprovince:hawaii,concept:mountaininstate
concept:mountain:kilauea_volcano,concept:biotechcompany,generalizations
concept:mountain:kilauea_volcano,concept:mountain,generalizations
concept:biotechcompany:life_time_fitness_inc,concept:biotechcompany,generalizations
concept:biotechcompany:eurand_pharmaceuticals,concept:biotechcompany,generalizations
concept:biotechcompany:steelcase_inc,concept:biotechcompany,generalizations
concept:retailstore:family_dollar_stores,concept:biotechcompany,generalizations
concept:retailstore:family_dollar_stores,concept:company,generalizations
concept:retailstore:family_dollar_stores,concept:retailstore,generalizations
concept:retailstore:family_dollar_stores,concept:building,generalizations
concept:biotechcompany:hopewell_holdings,concept:biotechcompany,generalizations
concept:biotechcompany:sprint,concept:company:nextel,concept:acquired
concept:biotechcompany:sprint,concept:company:nextel_communications_inc_,concept:acquired
concept:biotechcompany:sprint,concept:company:verizon_communications,concept:acquired
concept:biotechcompany:sprint,concept:company:mci_worldcom,concept:acquiredby
concept:biotechcompany:sprint,concept:ceo:gary_forsee,concept:agentcollaborateswithagent
concept:biotechcompany:sprint,concept:company:clearwire_corp_,concept:agentcollaborateswithagent
concept:biotechcompany:sprint,concept:ceo:gary_forsee,concept:agentcontrols
concept:biotechcompany:sprint,concept:company:samsung,concept:companyalsoknownas
concept:biotechcompany:sprint,concept:ceo:gary_forsee,concept:companyceo
concept:biotechcompany:sprint,concept:company:new_york,concept:competeswith
concept:biotechcompany:sprint,concept:ceo:gary_forsee,concept:controlledbyagent
concept:biotechcompany:sprint,concept:city:kansas_city,concept:hasofficeincity
concept:biotechcompany:sprint,concept:city:kansas_city,concept:headquarteredin
concept:biotechcompany:sprint,concept:ceo:gary_forsee,concept:mutualproxyfor
concept:biotechcompany:sprint,concept:ceo:gary_forsee,concept:organizationhasagent
concept:biotechcompany:sprint,concept:ceo:gary_forsee,concept:organizationhasperson
concept:biotechcompany:sprint,concept:ceo:gary_forsee,concept:organizationhastopmember
concept:biotechcompany:sprint,concept:city:kansas_city,concept:organizationheadquarteredincity
concept:biotechcompany:sprint,concept:ceo:gary_forsee,concept:organizationhiredperson
concept:biotechcompany:sprint,concept:ceo:gary_forsee,concept:organizationleadbyperson
concept:biotechcompany:sprint,concept:ceo:gary_forsee,concept:organizationterminatedperson
concept:biotechcompany:sprint,concept:ceo:gary_forsee,concept:proxyof
concept:biotechcompany:sprint,concept:company:clearwire_corp_,concept:subpartof
concept:biotechcompany:sprint,concept:company:clearwire_corp_,concept:subpartoforganization
concept:biotechcompany:sprint,concept:company:american_management_systems,concept:superpartof
concept:biotechcompany:sprint,concept:company:clearwire_corp_,concept:superpartof
concept:biotechcompany:sprint,concept:company:at_t,concept:superpartof
concept:biotechcompany:sprint,concept:company:american_management_systems,concept:superpartoforganization
concept:biotechcompany:sprint,concept:company:clearwire_corp_,concept:superpartoforganization
concept:biotechcompany:sprint,concept:company:verizon_wireless,concept:superpartoforganization
concept:biotechcompany:sprint,concept:company:at_t,concept:superpartoforganization
concept:biotechcompany:sprint,concept:ceo:gary_forsee,concept:worker
concept:biotechcompany:sprint,concept:company,generalizations
concept:biotechcompany:sprint,concept:biotechcompany,generalizations
concept:biotechcompany:aldagen_inc,concept:biotechcompany,generalizations
concept:biotechcompany:merck___co____inc,concept:biotechcompany,generalizations
concept:biotechcompany:cbot_holdings_inc,concept:biotechcompany,generalizations
concept:biotechcompany:transform_pharmaceuticals,concept:biotechcompany,generalizations
concept:biotechcompany:harmonic_inc,concept:biotechcompany,generalizations
concept:biotechcompany:old_natl_bancorp_ind,concept:biotechcompany,generalizations
concept:biotechcompany:angiodynamics,concept:biotechcompany,generalizations
concept:biotechcompany:dupont_pharmaceuticals,concept:drug:efavirenz,concept:agentworkedondrug
concept:biotechcompany:dupont_pharmaceuticals,concept:biotechcompany,generalizations
concept:biotechcompany:endo_pharmaceuticals_holdings_inc_,concept:biotechcompany,generalizations
concept:biotechcompany:amfi_corp,concept:biotechcompany,generalizations
concept:biotechcompany:patrick_industries_inc,concept:biotechcompany,generalizations
concept:biotechcompany:hmn_financial_inc,concept:biotechcompany,generalizations
concept:biotechcompany:ibc_pharmaceuticals,concept:biotechcompany,generalizations
concept:company:baker_hughes,concept:professor:chad_deaton,concept:organizationleadbyperson
concept:company:baker_hughes,concept:professor:chad_deaton,concept:worker
concept:website:purchase,concept:agent:search,concept:agentcompeteswithagent
concept:website:purchase,concept:economicsector:insurance,concept:companyeconomicsector
concept:biotechcompany:dura_pharmaceuticals,concept:biotechcompany,generalizations
concept:company:autonomy_corp_,concept:company,generalizations
concept:biotechcompany:kana_software_inc,concept:biotechcompany,generalizations
concept:biotechcompany:sigma_aldrich_corp,concept:biotechcompany,generalizations
concept:biotechcompany:novellus_sys_inc,concept:biotechcompany,generalizations
concept:biotechcompany:savvis_inc,concept:biotechcompany,generalizations
concept:biotechcompany:karthala,concept:biotechcompany,generalizations
concept:biotechcompany:calgon_carbon_corp,concept:biotechcompany,generalizations
concept:biotechcompany:kalypsys,concept:biotechcompany,generalizations
concept:retailstore:burdines,concept:retailstore,generalizations
concept:biotechcompany:alliance_bancshares_california,concept:biotechcompany,generalizations
concept:biotechcompany:lexicon_pharmaceuticals_inc,concept:biotechcompany,generalizations
concept:biotechcompany:stemcell_technologies_inc,concept:biotechcompany,generalizations
concept:biotechcompany:ltx_credence_corp,concept:biotechcompany,generalizations
concept:biotechcompany:qualstar,concept:biotechcompany,generalizations
concept:biotechcompany:microgen_inc,concept:biotechcompany,generalizations
concept:biotechcompany:genesco_inc,concept:biotechcompany,generalizations
concept:biotechcompany:amerigroup_corp,concept:biotechcompany,generalizations
concept:retailstore:celebrate_express_inc,concept:biotechcompany,generalizations
concept:retailstore:celebrate_express_inc,concept:retailstore,generalizations
concept:biotechcompany:helmerich___payne_inc,concept:biotechcompany,generalizations
concept:biotechcompany:penn_octane_corp,concept:biotechcompany,generalizations
concept:biotechcompany:steinway_musical,concept:biotechcompany,generalizations
concept:biotechcompany:united_online_inc,concept:biotechcompany,generalizations
concept:biotechcompany:bae_systems,concept:economicsector:aerospace,concept:companyeconomicsector
concept:biotechcompany:bae_systems,concept:biotechcompany,generalizations
concept:biotechcompany:bae_systems,concept:company,generalizations
concept:biotechcompany:axis_technologies_group_inc,concept:biotechcompany,generalizations
concept:biotechcompany:proethic_pharmaceuticals,concept:biotechcompany,generalizations
concept:biotechcompany:corvel_corp,concept:biotechcompany,generalizations
concept:biotechcompany:southwest_water_co,concept:biotechcompany,generalizations
concept:biotechcompany:discovery_laboratories_inc,concept:biotechcompany,generalizations
concept:company:ambric,concept:company,generalizations
concept:biotechcompany:vanguard_intermediate_term_government_bond_etf,concept:biotechcompany,generalizations
concept:biotechcompany:interstate_bakeries_corporation,concept:biotechcompany,generalizations
concept:biotechcompany:videolabs,concept:biotechcompany,generalizations
concept:biotechcompany:saia_inc,concept:biotechcompany,generalizations
concept:company:tata_consultancy_services_and_wipro,concept:company,generalizations
concept:company:smartsynch,concept:company,generalizations
concept:biotechcompany:targeted_genetics_corp,concept:biotechcompany,generalizations
concept:biotechcompany:appalachian_bancshares_inc,concept:biotechcompany,generalizations
concept:biotechcompany:equifax_inc,concept:biotechcompany,generalizations
concept:biotechcompany:equifax_inc,concept:company,generalizations
concept:biotechcompany:farmers_capital_bank,concept:biotechcompany,generalizations
concept:biotechcompany:affiliated_managers_group_inc,concept:biotechcompany,generalizations
concept:biotechcompany:nextmart_inc,concept:biotechcompany,generalizations
concept:biotechcompany:timken_co,concept:biotechcompany,generalizations
concept:biotechcompany:sirna_therapeutics,concept:biotechcompany,generalizations
concept:biotechcompany:aero_l_39_albatros,concept:biotechcompany,generalizations
concept:biotechcompany:metretek_technologies_inc,concept:biotechcompany,generalizations
concept:biotechcompany:univest_corp_of_pennsylvania,concept:biotechcompany,generalizations
concept:company:wipo,concept:city:geneva,concept:hasofficeincity
concept:company:wipo,concept:city:geneva,concept:headquarteredin
concept:company:wipo,concept:nongovorganization:world_intellectual_property_organization,concept:organizationacronymhasname
concept:company:wipo,concept:city:geneva,concept:organizationheadquarteredincity
concept:company:wipo,concept:company,generalizations
concept:biotechcompany:eagle_materials_inc,concept:biotechcompany,generalizations
concept:biotechcompany:southwest_bancorp_inc,concept:biotechcompany,generalizations
concept:biotechcompany:curagen_corporation,concept:biotechcompany,generalizations
concept:biotechcompany:new_century_financial_corporation,concept:biotechcompany,generalizations
concept:biotechcompany:cdi_corp,concept:biotechcompany,generalizations
concept:biotechcompany:noven_pharmaceuticals_inc,concept:biotechcompany,generalizations
concept:biotechcompany:richmond_minerals_inc,concept:biotechcompany,generalizations
concept:biotechcompany:caraustar_industries_inc,concept:biotechcompany,generalizations
concept:biotechcompany:savannah_bancorp_inc_the,concept:biotechcompany,generalizations
concept:biotechcompany:clayton_williams_energy_inc,concept:biotechcompany,generalizations
concept:company:evga,concept:company,generalizations
concept:biotechcompany:butler_national_corp,concept:biotechcompany,generalizations
concept:biotechcompany:labcorp,concept:biotechcompany,generalizations
concept:biotechcompany:tam_s_a,concept:biotechcompany,generalizations
concept:biotechcompany:cangene_corp,concept:biotechcompany,generalizations
concept:biotechcompany:novell_inc_,concept:biotechcompany,generalizations
concept:biotechcompany:k__lauea,concept:biotechcompany,generalizations
concept:biotechcompany:chemed,concept:biotechcompany,generalizations
concept:biotechcompany:toreador_resources_corp,concept:biotechcompany,generalizations
concept:biotechcompany:biomimetic_therapeutics,concept:biotechcompany,generalizations
concept:biotechcompany:kaman_corp,concept:biotechcompany,generalizations
concept:biotechcompany:lannett_company_inc,concept:biotechcompany,generalizations
concept:biotechcompany:gibco_,concept:biotechcompany,generalizations
concept:biotechcompany:web2_corp,concept:biotechcompany,generalizations
concept:biotechcompany:pan_pacific_retail_properties_inc,concept:biotechcompany,generalizations
concept:biotechcompany:diageo_plc,concept:biotechcompany,generalizations
concept:biotechcompany:diageo_plc,concept:company,generalizations
concept:biotechcompany:first_data_corporation,concept:biotechcompany,generalizations
concept:biotechcompany:first_data_corporation,concept:company,generalizations
concept:biotechcompany:tor_minerals_international_inc,concept:biotechcompany,generalizations
concept:biotechcompany:vnus_medical_technologies_inc,concept:biotechcompany,generalizations
concept:biotechcompany:highland_credit_strategies_fund,concept:biotechcompany,generalizations
concept:biotechcompany:sanders_morris_harris_group_inc,concept:biotechcompany,generalizations
concept:company:housevalues,concept:company,generalizations
concept:biotechcompany:mobile_mini_inc,concept:biotechcompany,generalizations
concept:biotechcompany:cedona_pharmaceuticals,concept:biotechcompany,generalizations
concept:company:harris_corp_,concept:company,generalizations
concept:biotechcompany:u_s__bancorp,concept:biotechcompany,generalizations
concept:biotechcompany:scholastic_corp,concept:biotechcompany,generalizations
concept:biotechcompany:reeves_telecom_corp,concept:biotechcompany,generalizations
concept:biotechcompany:unique_pizza___subs_corp,concept:biotechcompany,generalizations
concept:biotechcompany:netezza_corp,concept:biotechcompany,generalizations
concept:biotechcompany:teche_holding_co,concept:biotechcompany,generalizations
concept:biotechcompany:ata_holdings_corp_,concept:biotechcompany,generalizations
concept:biotechcompany:ebay__com_my,concept:biotechcompany,generalizations
concept:company:advent_solar,concept:company,generalizations
concept:biotechcompany:lee_enterprises_inc,concept:biotechcompany,generalizations
concept:hospital:jps_health_network,concept:hospital,generalizations
concept:biotechcompany:angiotech_pharmaceuticals_inc,concept:biotechcompany,generalizations
concept:company:rank_group_plc,concept:company,generalizations
concept:biotechcompany:rigel_pharmaceticals,concept:biotechcompany,generalizations
concept:biotechcompany:global_indemnity,concept:biotechcompany,generalizations
concept:biotechcompany:phamatech,concept:biotechcompany,generalizations
concept:biotechcompany:ffd_financial_corp,concept:biotechcompany,generalizations
concept:biotechcompany:community_trust_bancorp_inc,concept:biotechcompany,generalizations
concept:biotechcompany:sharper_image_corp,concept:biotechcompany,generalizations
concept:biotechcompany:emeritus,concept:bank:cme,concept:agentcollaborateswithagent
concept:biotechcompany:emeritus,concept:bank:cme,concept:mutualproxyfor
concept:biotechcompany:emeritus,concept:city:history,concept:synonymfor
concept:biotechcompany:emeritus,concept:profession:education,concept:synonymfor
concept:biotechcompany:national_health_realty_inc,concept:biotechcompany,generalizations
concept:biotechcompany:emagin_corp,concept:biotechcompany,generalizations
concept:biotechcompany:jaco_electronics_inc,concept:biotechcompany,generalizations
concept:hospital:memorial_sloan_kettering_cancer,concept:hospital,generalizations
concept:biotechcompany:market_vectors_africa_index_etf,concept:biotechcompany,generalizations
concept:museum:amgen_corporation,concept:museum,generalizations
concept:biotechcompany:taseko_mines_ltd,concept:biotechcompany,generalizations
concept:company:saint_gobain,concept:city:san_diego,concept:headquarteredin
concept:biotechcompany:ev_energy_partners,concept:biotechcompany,generalizations
concept:biotechcompany:northrup_grumman,concept:biotechcompany,generalizations
concept:biotechcompany:northrup_grumman,concept:company,generalizations
concept:company:fairchild_semiconductor,concept:company,generalizations
concept:biotechcompany:pioneer_natural_resources,concept:biotechcompany,generalizations
concept:biotechcompany:dako_,concept:biotechcompany,generalizations
concept:biotechcompany:service_corp_international,concept:biotechcompany,generalizations
concept:biotechcompany:north_fork_bancorp,concept:biotechcompany,generalizations
concept:biotechcompany:jefferson_bancshares_inc,concept:biotechcompany,generalizations
concept:biotechcompany:lone_star_medical_products,concept:biotechcompany,generalizations
concept:company:nexstar,concept:company,generalizations
concept:biotechcompany:hawk_corp,concept:biotechcompany,generalizations
concept:biotechcompany:canadian_phoenix_resources_corp,concept:biotechcompany,generalizations
concept:biotechcompany:genuine_parts_co,concept:biotechcompany,generalizations
concept:biotechcompany:star_gas_partners,concept:biotechcompany,generalizations
concept:biotechcompany:texas_industries_inc,concept:biotechcompany,generalizations
concept:biotechcompany:ecb_bancorp_inc,concept:biotechcompany,generalizations
concept:website:adobe,concept:city:download_city,concept:agentcollaborateswithagent
concept:website:adobe,concept:actor:download,concept:agentcollaborateswithagent
concept:website:adobe,concept:personus:load,concept:agentcollaborateswithagent
concept:website:adobe,concept:ceo:shantanu_narayen,concept:agentcollaborateswithagent
concept:website:adobe,concept:ceo:bruce_chizen,concept:agentcollaborateswithagent
concept:website:adobe,concept:personasia:view,concept:agentcollaborateswithagent
concept:website:adobe,concept:ceo:shantanu_narayen,concept:agentcontrols
concept:website:adobe,concept:ceo:bruce_chizen,concept:agentcontrols
concept:website:adobe,concept:company:macromedia_corporation,concept:agentcontrols
concept:website:adobe,concept:software:microsoft_powerpoint,concept:agentcreated
concept:website:adobe,concept:product:powerpoint,concept:agentcreated
concept:website:adobe,concept:landscapefeatures:file,concept:agentcreated
concept:website:adobe,concept:personalcareitem:n7_0,concept:agentcreated
concept:website:adobe,concept:software:quark_xpress,concept:agentcreated
concept:website:adobe,concept:automobilemodel:click,concept:agentcreated
concept:website:adobe,concept:software:adobe_software,concept:agentcreated
concept:website:adobe,concept:software:pagemaker,concept:agentcreated
concept:website:adobe,concept:product:quarkxpress,concept:agentcreated
concept:website:adobe,concept:videogamesystem:adobe_acrobat_pro,concept:agentcreated
concept:website:adobe,concept:software:free_acrobat_reader_software,concept:agentcreated
concept:website:adobe,concept:physicalaction:form,concept:agentcreated
concept:website:adobe,concept:language:microsoft_word_format,concept:agentcreated
concept:website:adobe,concept:language:adobe_pdf,concept:agentcreated
concept:website:adobe,concept:programminglanguage:page,concept:agentcreated
concept:website:adobe,concept:website:real_player,concept:agentcreated
concept:website:adobe,concept:software:macromedia_dreamweaver,concept:agentcreated
concept:website:adobe,concept:programminglanguage:_,concept:agentcreated
concept:website:adobe,concept:visualizableattribute:right,concept:agentcreated
concept:website:adobe,concept:visualizablething:download_this_form,concept:agentcreated
concept:website:adobe,concept:physicalaction:couple,concept:agentcreated
concept:website:adobe,concept:programminglanguage:forms,concept:agentcreated
concept:website:adobe,concept:product:adobe_premier,concept:agentcreated
concept:website:adobe,concept:product:acrobat_reader,concept:agentcreated
concept:website:adobe,concept:book:left,concept:agentcreated
concept:website:adobe,concept:website:print_the_application_form,concept:agentcreated
concept:website:adobe,concept:product:acrobat,concept:agentcreated
concept:website:adobe,concept:software:adobe_dreamweaver,concept:agentcreated
concept:website:adobe,concept:product:apple_final_cut_pro,concept:agentcreated
concept:website:adobe,concept:software:adobe_framemaker,concept:agentcreated
concept:website:adobe,concept:website:text,concept:agentcreated
concept:website:adobe,concept:software:pinnacle_studio,concept:agentcreated
concept:website:adobe,concept:software:autocad,concept:agentcreated
concept:website:adobe,concept:product:sony_vegas,concept:agentcreated
concept:website:adobe,concept:tool:attachments,concept:agentcreated
concept:website:adobe,concept:product:adobe_acrobat_reader_program,concept:agentcreated
concept:website:adobe,concept:product:free_adobe_acrobat_reader,concept:agentcreated
concept:website:adobe,concept:product:viewer,concept:agentcreated
concept:website:adobe,concept:programminglanguage:dreamweaver,concept:agentcreated
concept:website:adobe,concept:company:quark_express,concept:agentcreated
concept:website:adobe,concept:hallwayitem:conversion,concept:agentcreated
concept:website:adobe,concept:product:adobe_reader,concept:agentcreated
concept:website:adobe,concept:scientificterm:pdf_file_format,concept:agentcreated
concept:website:adobe,concept:product:adobe_flash,concept:agentcreated
concept:website:adobe,concept:product:pdf_file,concept:agentcreated
concept:website:adobe,concept:software:office_2003,concept:agentcreated
concept:website:adobe,concept:language:_pdf,concept:agentcreated
concept:website:adobe,concept:videogame:n8_0,concept:agentcreated
concept:website:adobe,concept:software:winzip,concept:agentcreated
concept:website:adobe,concept:personafrica:approval,concept:agentcreated
concept:website:adobe,concept:videogame:macromedia_freehand,concept:agentcreated
concept:website:adobe,concept:product:free_adobe_reader,concept:agentcreated
concept:website:adobe,concept:language:word_format,concept:agentcreated
concept:website:adobe,concept:visualizablething:print,concept:agentcreated
concept:website:adobe,concept:programminglanguage:document,concept:agentcreated
concept:website:adobe,concept:software:golive,concept:agentcreated
concept:website:adobe,concept:visualizablething:print_this_form,concept:agentcreated
concept:website:adobe,concept:product:adobe_acrobat_reader_5_0,concept:agentcreated
concept:website:adobe,concept:person:variety,concept:agentcreated
concept:website:adobe,concept:city:use,concept:agentcreated
concept:website:adobe,concept:programminglanguage:link,concept:agentcreated
concept:website:adobe,concept:product:audition,concept:agentcreated
concept:website:adobe,concept:software:corel_paint_shop_pro,concept:agentcreated
concept:website:adobe,concept:programminglanguage:types,concept:agentcreated
concept:website:adobe,concept:website:print_the_application,concept:agentcreated
concept:website:adobe,concept:transportation:pdf_format,concept:agentcreated
concept:website:adobe,concept:product:acrobat_viewer,concept:agentcreated
concept:website:adobe,concept:comedian:view,concept:agentcreated
concept:website:adobe,concept:website:support,concept:agentcreated
concept:website:adobe,concept:perceptionevent:macromedia_flash,concept:agentcreated
concept:website:adobe,concept:programminglanguage:pages,concept:agentcreated
concept:website:adobe,concept:product:internet_explorer,concept:agentcreated
concept:website:adobe,concept:programminglanguage:flash_player,concept:agentcreated
concept:website:adobe,concept:product:adobe_photoshop_elements,concept:agentcreated
concept:website:adobe,concept:product:acrobat_reader_software,concept:agentcreated
concept:website:adobe,concept:creativework:print_the_pdf_file,concept:agentcreated
concept:website:adobe,concept:automobilemodel:plugin,concept:agentcreated
concept:website:adobe,concept:product:adobe_indesign,concept:agentcreated
concept:website:adobe,concept:product:adobe_acrobat_reader,concept:agentcreated
concept:website:adobe,concept:product:access_pdf_documents,concept:agentcreated
concept:website:adobe,concept:website:print_the_pdf_version,concept:agentcreated
concept:website:adobe,concept:software:imovie,concept:agentcreated
concept:website:adobe,concept:software:adobe_golive,concept:agentcreated
concept:website:adobe,concept:website:print_the_pdf,concept:agentcreated
concept:website:adobe,concept:website:download_acrobat_reader,concept:agentcreated
concept:website:adobe,concept:musicalbum:encore,concept:agentcreated
concept:website:adobe,concept:city:edit,concept:agentcreated
concept:website:adobe,concept:software:adobe_reader_software,concept:agentcreated
concept:website:adobe,concept:programminglanguage:download,concept:agentcreated
concept:website:adobe,concept:visualizablething:download_the_application,concept:agentcreated
concept:website:adobe,concept:product:corel_painter,concept:agentcreated
concept:website:adobe,concept:product:word,concept:agentcreated
concept:website:adobe,concept:website:mac,concept:agentcreated
concept:website:adobe,concept:musicalbum:plug,concept:agentcreated
concept:website:adobe,concept:product:adobe_reader_version,concept:agentcreated
concept:website:adobe,concept:musicinstrument:stuff,concept:agentcreated
concept:website:adobe,concept:product:notepad,concept:agentcreated
concept:website:adobe,concept:hallwayitem:windows,concept:agentcreated
concept:website:adobe,concept:biotechcompany:corel_corporation,concept:agentcreated
concept:website:adobe,concept:tool:reader_software,concept:agentcreated
concept:website:adobe,concept:product:photoshop_elements,concept:agentcreated
concept:website:adobe,concept:programminglanguage:type,concept:agentcreated
concept:website:adobe,concept:product:adobe_audition,concept:agentcreated
concept:website:adobe,concept:programminglanguage:gimp,concept:agentcreated
concept:website:adobe,concept:software:apple_imovie,concept:agentcreated
concept:website:adobe,concept:product:adobe_premiere,concept:agentcreated
concept:website:adobe,concept:programminglanguage:final_cut_pro,concept:agentcreated
concept:website:adobe,concept:programminglanguage:format,concept:agentcreated
concept:website:adobe,concept:programminglanguage:application,concept:agentcreated
concept:website:adobe,concept:product:illustrator,concept:agentcreated
concept:website:adobe,concept:musicinstrument:plug_in,concept:agentcreated
concept:website:adobe,concept:programminglanguage:frontpage,concept:agentcreated
concept:website:adobe,concept:product:office,concept:agentcreated
concept:website:adobe,concept:product:adobe_acrobat,concept:agentcreated
concept:website:adobe,concept:sportsteamposition:print_the_file,concept:agentcreated
concept:website:adobe,concept:male:portable_document_format,concept:agentcreated
concept:website:adobe,concept:visualartform:free_download,concept:agentcreated
concept:website:adobe,concept:language:ms_office,concept:agentcreated
concept:website:adobe,concept:website:google_maps,concept:agentcreated
concept:website:adobe,concept:visualizablething:download_the_file,concept:agentcreated
concept:website:adobe,concept:academicfield:program,concept:agentcreated
