entity,relation,best-entity-query,best-concept-query,query
concept:retailstore:target_corporation,generalizations,TARGET,,TARGET 
concept:retailstore:target_corporation,generalizations,TARGET,,TARGET 
concept:company:cbn,concept:agentcollaborateswithagent,CBN,David Brody,CBN David Brody
concept:company:cbn,concept:organizationhasperson,CBN,David Brody,CBN David Brody
concept:biotechcompany:dataram_corp,generalizations,DATARAM CORP,,DATARAM CORP 
concept:biotechcompany:catalina_marketing_corp,generalizations,Catalina Marketing Corp,,Catalina Marketing Corp 
concept:biotechcompany:mercury_general_corp,generalizations,MERCURY GENERAL CORP,,MERCURY GENERAL CORP 
concept:biotechcompany:premierwest_bancorp,generalizations,PREMIERWEST BANCORP,,PREMIERWEST BANCORP 
concept:biotechcompany:dumex_medical_surgical_products_ltd,generalizations,Dumex Medical Surgical Products Ltd,,Dumex Medical Surgical Products Ltd 
concept:biotechcompany:tf_financial_corp,generalizations,TF Financial Corp,,TF Financial Corp 
concept:biotechcompany:cimatron_ltd,generalizations,Cimatron Ltd,,Cimatron Ltd 
concept:biotechcompany:pyr_energy_corp,generalizations,pyr energy corp,,pyr energy corp 
concept:biotechcompany:chicopee_bancorp,generalizations,chicopee_bancorp,,chicopee_bancorp 
concept:website:sterling,concept:organizationheadquarteredincity,Sterling,Copenhagen,Sterling Copenhagen
concept:biotechcompany:arctic_cat_inc,generalizations,Arctic Cat Inc,,Arctic Cat Inc 
concept:biotechcompany:deutsche_telekom_ag,concept:superpartof,Deutsche Telekom AG,t l,Deutsche Telekom AG t l
concept:biotechcompany:deutsche_telekom_ag,concept:superpartof,Deutsche Telekom AG,t-mobile,Deutsche Telekom AG t-mobile
concept:biotechcompany:deutsche_telekom_ag,concept:superpartoforganization,Deutsche Telekom AG,t-mobile,Deutsche Telekom AG t-mobile
concept:biotechcompany:cubic_corp,generalizations,cubic corp,,cubic corp 
concept:biotechcompany:true_religion_apparel_inc,generalizations,true religion apparel inc,,true religion apparel inc 
concept:biotechcompany:w_g_n_b_corp,generalizations,W G N B CORP,,W G N B CORP 
concept:biotechcompany:xerox,concept:acquired,XEROX Corporation,acs,XEROX Corporation acs
concept:biotechcompany:xerox,concept:acquired,XEROX Corporation,GLOBAL IMAGING SYSTEMS,XEROX Corporation GLOBAL IMAGING SYSTEMS
concept:biotechcompany:xerox,concept:agentcollaborateswithagent,XEROX Corporation,Anne M. Mulcahy,XEROX Corporation Anne M. Mulcahy
concept:biotechcompany:xerox,concept:agentcollaborateswithagent,XEROX Corporation,anne mulcahy,XEROX Corporation anne mulcahy
concept:biotechcompany:xerox,concept:agentcollaborateswithagent,XEROX Corporation,ursula burns,XEROX Corporation ursula burns
concept:biotechcompany:xerox,concept:agentcontrols,XEROX Corporation,anne mulcahy,XEROX Corporation anne mulcahy
concept:biotechcompany:xerox,concept:agentcontrols,XEROX Corporation,ursula burns,XEROX Corporation ursula burns
concept:biotechcompany:xerox,concept:companyceo,XEROX Corporation,ursula burns,XEROX Corporation ursula burns
concept:biotechcompany:xerox,concept:competeswith,XEROX Corporation,ford motor,XEROX Corporation ford motor
concept:biotechcompany:xerox,concept:controlledbyagent,XEROX Corporation,anne mulcahy,XEROX Corporation anne mulcahy
concept:biotechcompany:xerox,concept:hasofficeincity,XEROX Corporation,Stamford,XEROX Corporation Stamford
concept:biotechcompany:xerox,concept:headquarteredin,XEROX Corporation,Stamford,XEROX Corporation Stamford
concept:biotechcompany:xerox,concept:mutualproxyfor,XEROX Corporation,Anne M. Mulcahy,XEROX Corporation Anne M. Mulcahy
concept:biotechcompany:xerox,concept:mutualproxyfor,XEROX Corporation,anne mulcahy,XEROX Corporation anne mulcahy
concept:biotechcompany:xerox,concept:mutualproxyfor,XEROX Corporation,ursula burns,XEROX Corporation ursula burns
concept:biotechcompany:xerox,concept:organizationhasagent,XEROX Corporation,ursula burns,XEROX Corporation ursula burns
concept:biotechcompany:xerox,concept:organizationhasagent,XEROX Corporation,anne mulcahy,XEROX Corporation anne mulcahy
concept:biotechcompany:xerox,concept:organizationhasperson,XEROX Corporation,ursula burns,XEROX Corporation ursula burns
concept:biotechcompany:xerox,concept:organizationhasperson,XEROX Corporation,anne mulcahy,XEROX Corporation anne mulcahy
concept:biotechcompany:xerox,concept:organizationhastopmember,XEROX Corporation,anne mulcahy,XEROX Corporation anne mulcahy
concept:biotechcompany:xerox,concept:organizationheadquarteredincity,XEROX Corporation,Stamford,XEROX Corporation Stamford
concept:biotechcompany:xerox,concept:organizationleadbyperson,XEROX Corporation,ursula burns,XEROX Corporation ursula burns
concept:biotechcompany:xerox,concept:organizationleadbyperson,XEROX Corporation,anne mulcahy,XEROX Corporation anne mulcahy
concept:biotechcompany:xerox,concept:organizationterminatedperson,XEROX Corporation,ursula burns,XEROX Corporation ursula burns
concept:biotechcompany:xerox,concept:organizationterminatedperson,XEROX Corporation,anne mulcahy,XEROX Corporation anne mulcahy
concept:biotechcompany:xerox,concept:proxyof,XEROX Corporation,anne mulcahy,XEROX Corporation anne mulcahy
concept:biotechcompany:xerox,concept:worker,XEROX Corporation,ursula burns,XEROX Corporation ursula burns
concept:biotechcompany:xerox,concept:worker,XEROX Corporation,anne mulcahy,XEROX Corporation anne mulcahy
concept:biotechcompany:xerox,generalizations,XEROX Corporation,,XEROX Corporation 
concept:biotechcompany:xerox,generalizations,XEROX Corporation,,XEROX Corporation 
concept:biotechcompany:canterbury_park_holding_corp,generalizations,CANTERBURY PARK HOLDING CORP,,CANTERBURY PARK HOLDING CORP 
concept:biotechcompany:cdw_corp,generalizations,cdw corp,,cdw corp 
concept:biotechcompany:cdw_corp,generalizations,cdw corp,,cdw corp 
concept:biotechcompany:vineyard_national_bancorp,generalizations,VINEYARD NATIONAL BANCORP,,VINEYARD NATIONAL BANCORP 
concept:biotechcompany:hampden_bancorp_inc,generalizations,HAMPDEN BANCORP INC,,HAMPDEN BANCORP INC 
concept:biotechcompany:associated_banc_corp,generalizations,Associated Banc-Corp,,Associated Banc-Corp 
concept:company:samsung_electronics_co_ltd,generalizations,Samsung Electronics Co Ltd,,Samsung Electronics Co Ltd 
concept:biotechcompany:xoom_com,generalizations,Xoom.com,,Xoom.com 
concept:biotechcompany:iomega_corp,generalizations,IOMEGA CORP,,IOMEGA CORP 
concept:biotechcompany:the_gillette_company,generalizations,Gillette Company,,Gillette Company 
concept:biotechcompany:the_gillette_company,generalizations,Gillette Company,,Gillette Company 
concept:biotechcompany:ebay_free,generalizations,eBay Free,,eBay Free 
concept:biotechcompany:ebay_free,generalizations,eBay Free,,eBay Free 
concept:company:bluekai,generalizations,BlueKai,,BlueKai 
concept:biotechcompany:alliance_imaging_inc,generalizations,alliance_imaging_inc,,alliance_imaging_inc 
concept:biotechcompany:ista_pharmaceuticals,generalizations,ISTA Pharmaceuticals,,ISTA Pharmaceuticals 
concept:biotechcompany:mpw_industrial_services_group_inc,generalizations,mpw industrial services group inc,,mpw industrial services group inc 
concept:biotechcompany:apria_healthcare_group_inc,generalizations,apria healthcare group inc,,apria healthcare group inc 
concept:biotechcompany:chase_corp,generalizations,chase corp,,chase corp 
concept:company:unicare,generalizations,Unicare,,Unicare 
concept:company:monstanto,generalizations,Monstanto,,Monstanto 
concept:biotechcompany:ima_exploration_inc,generalizations,ima exploration inc,,ima exploration inc 
concept:retailstore:office_depot_inc_,generalizations,Office Depot Inc.,,Office Depot Inc. 
concept:biotechcompany:invacare,concept:agentcollaborateswithagent,INVACARE,Mal Mixon,INVACARE Mal Mixon
concept:biotechcompany:invacare,generalizations,INVACARE,,INVACARE 
concept:biotechcompany:septodont,concept:agentworkedondrug,septodont,septocaine,septodont septocaine
concept:biotechcompany:john_hancock_investors_trust,generalizations,john hancock investors trust,,john hancock investors trust 
concept:biotechcompany:saba_software_inc,generalizations,Saba Software Inc,,Saba Software Inc 
concept:biotechcompany:suzuki_motor_corp,generalizations,Suzuki Motor Corp,,Suzuki Motor Corp 
concept:biotechcompany:good_times_restaurants,generalizations,Good Times Restaurants,,Good Times Restaurants 
concept:biotechcompany:watson_pharmaceuticals_inc_,generalizations,Watson Pharmaceuticals Inc.,,Watson Pharmaceuticals Inc. 
concept:biotechcompany:sodastream_international,generalizations,SodaStream International,,SodaStream International 
concept:biotechcompany:alphapharm,generalizations,Alphapharm,,Alphapharm 
concept:biotechcompany:merit_medical_systems,generalizations,Merit Medical Systems,,Merit Medical Systems 
concept:biotechcompany:panacos_pharmaceuticals_inc,generalizations,Panacos Pharmaceuticals Inc,,Panacos Pharmaceuticals Inc 
concept:biotechcompany:embraer_legacy_600,generalizations,Embraer Legacy 600,,Embraer Legacy 600 
concept:company:hollywood_entertainment,concept:latitudelongitude,Hollywood Entertainment,"34.1019400000000,-118.3425000000000","Hollywood Entertainment 34.1019400000000,-118.3425000000000"
concept:company:hollywood_entertainment,generalizations,Hollywood Entertainment,,Hollywood Entertainment 
concept:biotechcompany:wealthcraft_systems_inc,generalizations,wealthcraft systems inc,,wealthcraft systems inc 
concept:biotechcompany:citizens_south_banking_corp,generalizations,CITIZENS SOUTH BANKING CORP,,CITIZENS SOUTH BANKING CORP 
concept:biotechcompany:morningstar_inc,generalizations,MORNINGSTAR INC,,MORNINGSTAR INC 
concept:biotechcompany:fischer_pharmaceuticals,generalizations,fischer pharmaceuticals,,fischer pharmaceuticals 
concept:biotechcompany:cytochroma,generalizations,CYTOCHROMA,,CYTOCHROMA 
concept:scientist:hasbro_and_mattel,concept:agentcollaborateswithagent,hasbro,coast,hasbro coast
concept:biotechcompany:charts,concept:agentcontrols,charts,No!,charts No!
concept:biotechcompany:charts,concept:organizationterminatedperson,charts,number,charts number
concept:biotechcompany:ata_holdings_corp,generalizations,ATA Holdings Corp,,ATA Holdings Corp 
concept:company:exelon_nuclear,generalizations,Exelon Nuclear,,Exelon Nuclear 
concept:biotechcompany:str_holdings_inc,generalizations,STR Holdings Inc,,STR Holdings Inc 
concept:biotechcompany:urologix,generalizations,Urologix,,Urologix 
concept:biotechcompany:rbc_bearings_inc,generalizations,Rbc Bearings Inc,,Rbc Bearings Inc 
concept:biotechcompany:amersham_biosciences_uk__ltd_,generalizations,"Amersham Biosciences UK, Ltd.",,"Amersham Biosciences UK, Ltd. "
concept:biotechcompany:delta_air_lines_inc,generalizations,Delta Air Lines Inc,,Delta Air Lines Inc 
concept:biotechcompany:selective_insurance,generalizations,Selective Insurance,,Selective Insurance 
concept:mountainrange:mount_haleakala,generalizations,mount_haleakala,,mount_haleakala 
concept:biotechcompany:united_security_bancshares_inc,generalizations,United Security Bancshares Inc,,United Security Bancshares Inc 
concept:organization:national_security_group,generalizations,National Security Group,,National Security Group 
concept:biotechcompany:carbo_ceramics_inc,generalizations,CARBO Ceramics Inc,,CARBO Ceramics Inc 
concept:biotechcompany:aviat_networks_inc,generalizations,AVIAT NETWORKS INC,,AVIAT NETWORKS INC 
concept:company:kawasaki_heavy_industries,generalizations,Kawasaki Heavy Industries,,Kawasaki Heavy Industries 
concept:biotechcompany:ardent_mines_ltd,generalizations,ardent mines ltd,,ardent mines ltd 
concept:biotechcompany:mercury_general,generalizations,Mercury General,,Mercury General 
concept:biotechcompany:audiovox_corp,generalizations,Audiovox Corp,,Audiovox Corp 
concept:biotechcompany:corpbanca_s_a,generalizations,corpbanca s.a,,corpbanca s.a 
concept:biotechcompany:blue_rhino_corp,generalizations,blue rhino corp,,blue rhino corp 
concept:biotechcompany:baytex_energy_trust,generalizations,Baytex Energy Trust,,Baytex Energy Trust 
concept:company:bio,concept:competeswith,Bio,FACEBOOK,Bio FACEBOOK
concept:biotechcompany:embraer_legacy,generalizations,Embraer Legacy,,Embraer Legacy 
concept:biotechcompany:epix_pharmaceuticals,generalizations,epix pharmaceuticals,,epix pharmaceuticals 
concept:biotechcompany:aerogen_inc,generalizations,Aerogen Inc,,Aerogen Inc 
concept:biotechcompany:technical_olympic_usa_inc,generalizations,TECHNICAL OLYMPIC USA INC,,TECHNICAL OLYMPIC USA INC 
concept:biotechcompany:pw_eagle_inc,generalizations,PW Eagle Inc,,PW Eagle Inc 
concept:biotechcompany:wintrust_finl_corp,generalizations,WINTRUST FINL CORP,,WINTRUST FINL CORP 
concept:biotechcompany:aetna_inc,generalizations,aetna inc,,aetna inc 
concept:biotechcompany:aetna_inc,generalizations,aetna inc,,aetna inc 
concept:biotechcompany:axiombio,generalizations,axiombio,,axiombio 
concept:biotechcompany:radisys_corporation,generalizations,Radisys Corporation,,Radisys Corporation 
concept:biotechcompany:western_copper_corp,generalizations,western copper corp,,western copper corp 
concept:company:planview,concept:latitudelongitude,Planview,"40.7669400000000,-73.8858300000000","Planview 40.7669400000000,-73.8858300000000"
concept:biotechcompany:alpharx_inc,generalizations,ALPHARX INC,,ALPHARX INC 
concept:biotechcompany:glaxo_smith_kline,generalizations,glaxo smith kline,,glaxo smith kline 
concept:biotechcompany:ishares_barclays_short_treasury_bond_fund,generalizations,ishares barclays short treasury bond fund,,ishares barclays short treasury bond fund 
concept:biotechcompany:kaydon_corp,generalizations,KAYDON CORP,,KAYDON CORP 
concept:biotechcompany:mgi_pharma_inc,generalizations,MGI Pharma Inc,,MGI Pharma Inc 
concept:biotechcompany:cardiac_science,generalizations,Cardiac Science,,Cardiac Science 
concept:biotechcompany:tix_corp,generalizations,tix corp,,tix corp 
concept:biotechcompany:altus_pharmaceuticals,generalizations,Altus Pharmaceuticals,,Altus Pharmaceuticals 
concept:biotechcompany:genzyme_transgenics_corp,generalizations,GENZYME TRANSGENICS CORP,,GENZYME TRANSGENICS CORP 
concept:biotechcompany:shaman_pharmaceuticals,generalizations,Shaman Pharmaceuticals,,Shaman Pharmaceuticals 
concept:biotechcompany:novonordisk,generalizations,novonordisk,,novonordisk 
concept:biotechcompany:agouron,generalizations,agouron,,agouron 
concept:biotechcompany:aaipharma,generalizations,aaipharma,,aaipharma 
concept:biotechcompany:united_dominion_realty_trust_inc,generalizations,united dominion realty trust inc,,united dominion realty trust inc 
concept:biotechcompany:medtech,generalizations,MedTech,,MedTech 
concept:biotechcompany:state_street_corp,generalizations,State Street Corp,,State Street Corp 
concept:biotechcompany:equity_lifestyle_properties_inc,generalizations,EQUITY LIFESTYLE PROPERTIES INC,,EQUITY LIFESTYLE PROPERTIES INC 
concept:biotechcompany:bradmer_pharmaceuticals,generalizations,Bradmer Pharmaceuticals,,Bradmer Pharmaceuticals 
concept:biotechcompany:novatel_wireless_inc,generalizations,novatel wireless inc,,novatel wireless inc 
concept:biotechcompany:presidential_life_corp,generalizations,PRESIDENTIAL LIFE CORP,,PRESIDENTIAL LIFE CORP 
concept:biotechcompany:a_o__smith_corporation,generalizations,A.O. SMITH CORPORATION,,A.O. SMITH CORPORATION 
concept:biotechcompany:depomedinc,generalizations,depomedinc,,depomedinc 
concept:biotechcompany:landamerica_financial_group_inc,generalizations,Landamerica Financial Group Inc,,Landamerica Financial Group Inc 
concept:biotechcompany:severn_bancorp_inc_md,generalizations,SEVERN BANCORP INC MD,,SEVERN BANCORP INC MD 
concept:biotechcompany:immune_response_corporation,generalizations,immune response corporation,,immune response corporation 
concept:biotechcompany:acme_packet_inc,generalizations,acme packet inc,,acme packet inc 
concept:biotechcompany:lodgenet_interactive_corp,generalizations,LodgeNet Interactive Corp,,LodgeNet Interactive Corp 
concept:biotechcompany:applix_inc,generalizations,APPLIX INC,,APPLIX INC 
concept:biotechcompany:tjx_companies_inc,generalizations,TJX Companies Inc,,TJX Companies Inc 
concept:biotechcompany:atlantic_bancgroup_inc,generalizations,Atlantic BancGroup Inc,,Atlantic BancGroup Inc 
concept:biotechcompany:beech_king_air,generalizations,Beech King Air,,Beech King Air 
concept:biotechcompany:champion_industries_inc,generalizations,champion industries inc,,champion industries inc 
concept:biotechcompany:tractor_supply_company,generalizations,TRACTOR SUPPLY COMPANY,,TRACTOR SUPPLY COMPANY 
concept:biotechcompany:tractor_supply_company,generalizations,TRACTOR SUPPLY COMPANY,,TRACTOR SUPPLY COMPANY 
concept:biotechcompany:big_lots,generalizations,BIG LOTS,,BIG LOTS 
concept:biotechcompany:big_lots,generalizations,BIG LOTS,,BIG LOTS 
concept:biotechcompany:big_lots,generalizations,BIG LOTS,,BIG LOTS 
concept:company:ati,concept:acquiredby,ATI,AMD,ATI AMD
concept:company:ati,concept:companyeconomicsector,ATI,Semiconductors,ATI Semiconductors
concept:company:ati,concept:subpartoforganization,ATI,AMD,ATI AMD
concept:biotechcompany:carrollton_bancorp,generalizations,CARROLLTON BANCORP,,CARROLLTON BANCORP 
concept:biotechcompany:nasb_financial_inc,generalizations,NASB FINANCIAL INC,,NASB FINANCIAL INC 
concept:biotechcompany:wyeth_ayerst_laboratories,generalizations,Wyeth Ayerst Laboratories,,Wyeth Ayerst Laboratories 
concept:company:raytheon_missile_systems,generalizations,Raytheon Missile Systems,,Raytheon Missile Systems 
concept:company:cavium_networks,concept:agentcollaborateswithagent,Cavium Networks,Syed B. Ali,Cavium Networks Syed B. Ali
concept:company:cavium_networks,concept:agentcontrols,Cavium Networks,Syed B. Ali,Cavium Networks Syed B. Ali
concept:company:cavium_networks,concept:companyceo,Cavium Networks,Syed B. Ali,Cavium Networks Syed B. Ali
concept:company:cavium_networks,concept:controlledbyagent,Cavium Networks,Syed B. Ali,Cavium Networks Syed B. Ali
concept:company:cavium_networks,concept:mutualproxyfor,Cavium Networks,Syed B. Ali,Cavium Networks Syed B. Ali
concept:company:cavium_networks,concept:organizationhasagent,Cavium Networks,Syed B. Ali,Cavium Networks Syed B. Ali
concept:company:cavium_networks,concept:organizationhasperson,Cavium Networks,Syed B. Ali,Cavium Networks Syed B. Ali
concept:company:cavium_networks,concept:organizationhiredperson,Cavium Networks,Syed B. Ali,Cavium Networks Syed B. Ali
concept:company:cavium_networks,concept:organizationleadbyperson,Cavium Networks,Syed B. Ali,Cavium Networks Syed B. Ali
concept:company:cavium_networks,concept:organizationterminatedperson,Cavium Networks,Syed B. Ali,Cavium Networks Syed B. Ali
concept:company:cavium_networks,concept:subpartof,Cavium Networks,Syed B. Ali,Cavium Networks Syed B. Ali
concept:company:cavium_networks,concept:worker,Cavium Networks,Syed B. Ali,Cavium Networks Syed B. Ali
concept:company:cavium_networks,generalizations,Cavium Networks,,Cavium Networks 
concept:company:directv_and_dish_network,generalizations,DirecTV and Dish Network,,DirecTV and Dish Network 
concept:biotechcompany:quanex_building_products_corp,generalizations,Quanex Building Products Corp,,Quanex Building Products Corp 
concept:biotechcompany:sigmatel_inc,generalizations,Sigmatel Inc,,Sigmatel Inc 
concept:biotechcompany:sitel_corporation,generalizations,Sitel Corporation,,Sitel Corporation 
concept:biotechcompany:id_systems_inc,generalizations,ID Systems Inc,,ID Systems Inc 
concept:biotechcompany:vodafone_group_plc,generalizations,Vodafone Group Plc,,Vodafone Group Plc 
concept:biotechcompany:powershares_dynamic_large_cap_portfolio,generalizations,powershares dynamic large cap portfolio,,powershares dynamic large cap portfolio 
concept:company:apc,concept:companyalsoknownas,APC,anadarko,APC anadarko
concept:company:apc,concept:controlledbyagent,APC,schneider electric,APC schneider electric
concept:company:apc,concept:controlledbyagent,APC,SCHNEIDER,APC SCHNEIDER
concept:company:apc,concept:organizationalsoknownas,APC,anadarko,APC anadarko
concept:company:apc,concept:synonymfor,APC,American Power Conversion Corporation,APC American Power Conversion Corporation
concept:company:apc,concept:synonymfor,APC,anadarko,APC anadarko
concept:company:apc,generalizations,APC,,APC 
concept:company:chevron,concept:acquired,CHEVRON,unocal,CHEVRON unocal
concept:company:chevron,concept:acquired,CHEVRON,Texaco,CHEVRON Texaco
concept:company:chevron,concept:acquired,CHEVRON,Gulf Air,CHEVRON Gulf Air
concept:company:chevron,concept:agentactsinlocation,CHEVRON,san ramon,CHEVRON san ramon
concept:company:chevron,concept:agentcollaborateswithagent,CHEVRON,David J. O'Reilly,CHEVRON David J. O'Reilly
concept:company:chevron,concept:companyceo,CHEVRON,john watson,CHEVRON john watson
concept:company:chevron,concept:hasofficeincity,CHEVRON,san ramon,CHEVRON san ramon
concept:company:chevron,concept:headquarteredin,CHEVRON,san ramon,CHEVRON san ramon
concept:company:chevron,concept:mutualproxyfor,CHEVRON,O-Reilly,CHEVRON O-Reilly
concept:company:chevron,concept:organizationheadquarteredincity,CHEVRON,san ramon,CHEVRON san ramon
concept:company:chevron,concept:organizationleadbyperson,CHEVRON,O-Reilly,CHEVRON O-Reilly
concept:company:chevron,concept:superpartoforganization,CHEVRON,unocal,CHEVRON unocal
concept:company:maxtor_and_seagate,generalizations,Maxtor and Seagate,,Maxtor and Seagate 
concept:company:inventec,generalizations,Inventec,,Inventec 
concept:biotechcompany:ryerson_holding_corp,generalizations,ryerson holding corp,,ryerson holding corp 
concept:biotechcompany:hawaiian_electric_industries,generalizations,HAWAIIAN ELECTRIC INDUSTRIES,,HAWAIIAN ELECTRIC INDUSTRIES 
concept:biotechcompany:ctc_media,generalizations,CTC Media,,CTC Media 
concept:biotechcompany:ch_energy,generalizations,CH Energy,,CH Energy 
concept:biotechcompany:concord_camera_corp,generalizations,concord camera corp,,concord camera corp 
concept:biotechcompany:intl_rectifier_corp,generalizations,INTL RECTIFIER CORP,,INTL RECTIFIER CORP 
concept:biotechcompany:ark_restaurants_corp,generalizations,ark restaurants corp,,ark restaurants corp 
concept:biotechcompany:cessna_177_cardinal,generalizations,Cessna 177 Cardinal,,Cessna 177 Cardinal 
concept:biotechcompany:zygo_corp,generalizations,ZYGO CORP,,ZYGO CORP 
concept:biotechcompany:respironics_inc,generalizations,Respironics Inc,,Respironics Inc 
concept:biotechcompany:standard_pacific_corp,generalizations,STANDARD PACIFIC CORP,,STANDARD PACIFIC CORP 
concept:biotechcompany:rockies_financial_corp,generalizations,Rockies Financial Corp,,Rockies Financial Corp 
concept:retailstore:neiman_marcus_and_bergdorf_goodman,generalizations,Neiman Marcus and Bergdorf Goodman,,Neiman Marcus and Bergdorf Goodman 
concept:retailstore:neiman_marcus_and_bergdorf_goodman,generalizations,Neiman Marcus and Bergdorf Goodman,,Neiman Marcus and Bergdorf Goodman 
concept:biotechcompany:osi_systems_inc,generalizations,OSI SYSTEMS INC,,OSI SYSTEMS INC 
concept:biotechcompany:jones_apparel_group_inc,generalizations,JONES APPAREL GROUP INC,,JONES APPAREL GROUP INC 
concept:biotechcompany:aspenbio_pharma_inc,generalizations,AspenBio Pharma Inc,,AspenBio Pharma Inc 
concept:biotechcompany:first_state_financial_corp,generalizations,First State Financial Corp,,First State Financial Corp 
concept:organization:jay_group,generalizations,Jay Group,,Jay Group 
concept:biotechcompany:webmd_corp,generalizations,WebMD Corp,,WebMD Corp 
concept:biotechcompany:harris_interactive_inc,generalizations,Harris Interactive Inc,,Harris Interactive Inc 
concept:biotechcompany:syntho_pharmaceuticals,generalizations,Syntho Pharmaceuticals,,Syntho Pharmaceuticals 
concept:biotechcompany:ballston_spa_bancorp,generalizations,Ballston Spa Bancorp,,Ballston Spa Bancorp 
concept:biotechcompany:seagate_technology,concept:agentcollaborateswithagent,SEAGATE TECHNOLOGY,steve luczo,SEAGATE TECHNOLOGY steve luczo
concept:biotechcompany:seagate_technology,concept:agentcontrols,SEAGATE TECHNOLOGY,steve luczo,SEAGATE TECHNOLOGY steve luczo
concept:biotechcompany:seagate_technology,concept:controlledbyagent,SEAGATE TECHNOLOGY,steve luczo,SEAGATE TECHNOLOGY steve luczo
concept:biotechcompany:seagate_technology,concept:mutualproxyfor,SEAGATE TECHNOLOGY,steve luczo,SEAGATE TECHNOLOGY steve luczo
concept:biotechcompany:seagate_technology,concept:organizationhasagent,SEAGATE TECHNOLOGY,steve luczo,SEAGATE TECHNOLOGY steve luczo
concept:biotechcompany:seagate_technology,concept:organizationhasperson,SEAGATE TECHNOLOGY,steve luczo,SEAGATE TECHNOLOGY steve luczo
concept:biotechcompany:seagate_technology,concept:organizationleadbyperson,SEAGATE TECHNOLOGY,steve luczo,SEAGATE TECHNOLOGY steve luczo
concept:biotechcompany:seagate_technology,concept:worker,SEAGATE TECHNOLOGY,steve luczo,SEAGATE TECHNOLOGY steve luczo
concept:biotechcompany:seagate_technology,generalizations,SEAGATE TECHNOLOGY,,SEAGATE TECHNOLOGY 
concept:biotechcompany:epix_medical_inc,generalizations,EPIX MEDICAL INC,,EPIX MEDICAL INC 
concept:biotechcompany:konsyl_pharmaceuticals,generalizations,Konsyl Pharmaceuticals,,Konsyl Pharmaceuticals 
concept:biotechcompany:genencor_international_inc,generalizations,genencor international inc,,genencor international inc 
concept:company:metabolix,generalizations,metabolix,,metabolix 
concept:biotechcompany:alcon_inc,generalizations,ALCON INC,,ALCON INC 
concept:biotechcompany:amsouth_bancorp,generalizations,amsouth bancorp,,amsouth bancorp 
concept:biotechcompany:remec_inc,generalizations,Remec Inc,,Remec Inc 
concept:biotechcompany:pandora_media_inc,generalizations,PANDORA MEDIA INC,,PANDORA MEDIA INC 
concept:biotechcompany:key_tronic_corp,generalizations,KEY TRONIC CORP,,KEY TRONIC CORP 
concept:biotechcompany:arbinet_thexchange_inc,generalizations,arbinet thexchange inc,,arbinet thexchange inc 
concept:biotechcompany:royal_bancshares_of_pennsylvania_inc,generalizations,Royal Bancshares of Pennsylvania Inc,,Royal Bancshares of Pennsylvania Inc 
concept:company:oshkosh_truck,generalizations,Oshkosh Truck,,Oshkosh Truck 
concept:biotechcompany:carmax_inc,generalizations,CarMax Inc,,CarMax Inc 
concept:company:amarizonaon,generalizations,Amarizonaon,,Amarizonaon 
concept:company:amarizonaon,generalizations,Amarizonaon,,Amarizonaon 
concept:biotechcompany:merchants_group_inc,generalizations,merchants group inc,,merchants group inc 
concept:biotechcompany:environmental_tectonics_corp,generalizations,Environmental Tectonics Corp,,Environmental Tectonics Corp 
concept:biotechcompany:jazz_pharmaceuticals_inc,generalizations,jazz pharmaceuticals inc,,jazz pharmaceuticals inc 
concept:company:cisco_646_011,generalizations,Cisco 646-011,,Cisco 646-011 
concept:biotechcompany:freeseas_inc,generalizations,FREESEAS INC,,FREESEAS INC 
concept:biotechcompany:lxr_biotechnology_inc,generalizations,LXR Biotechnology Inc,,LXR Biotechnology Inc 
concept:biotechcompany:ventana_medical_systems_inc,generalizations,Ventana Medical Systems Inc,,Ventana Medical Systems Inc 
concept:biotechcompany:cts_corp,generalizations,CTS CORP,,CTS CORP 
concept:biotechcompany:paccar_inc,generalizations,PACCAR INC,,PACCAR INC 
concept:company:aey,generalizations,AEY,,AEY 
concept:biotechcompany:bank_mutual_corp,generalizations,Bank Mutual Corp,,Bank Mutual Corp 
concept:biotechcompany:primus_pharmaceuticals,generalizations,primus pharmaceuticals,,primus pharmaceuticals 
concept:biotechcompany:enviroderm_pharmaceuticals,generalizations,EnviroDerm Pharmaceuticals,,EnviroDerm Pharmaceuticals 
concept:biotechcompany:steel_dynamics_inc,generalizations,STEEL DYNAMICS INC,,STEEL DYNAMICS INC 
concept:biotechcompany:concentric_network_corp,generalizations,Concentric Network Corp,,Concentric Network Corp 
concept:biotechcompany:smith_kline_beecham,generalizations,Smith Kline Beecham,,Smith Kline Beecham 
concept:biotechcompany:hershey_foods_corp,generalizations,hershey foods corp,,hershey foods corp 
concept:mountain:sawmill_mountain,generalizations,Sawmill Mountain,,Sawmill Mountain 
concept:biotechcompany:ungava_minerals_corp,generalizations,Ungava Minerals Corp,,Ungava Minerals Corp 
concept:biotechcompany:national_health_investors_inc,generalizations,national health investors inc,,national health investors inc 
concept:retailstore:cvs_pharmacy,generalizations,CVS Pharmacy,,CVS Pharmacy 
concept:retailstore:cvs_pharmacy,generalizations,CVS Pharmacy,,CVS Pharmacy 
concept:biotechcompany:disney_walt_co,generalizations,Disney Walt Co,,Disney Walt Co 
concept:company:generalmills,generalizations,generalmills,,generalmills 
